"Text","TC name","text ID","typ_ID","right visible:"," ","Level 0","Level 1","Level 2","Level 3","Level 4","Level 5","Level 6","Level 7","Level 8","Level 9","Level 10","Level 11","Level 12","Level 13","Level 14","Level 15","right active:","Level 0","Level 1","Level 2","Level 3","Level 4","Level 5","Level 6","Level 7","Level 8","Level 9","Level 10","Level 11","Level 12","Level 13","Level 14","Level 15","state internal:","validation","protocol","PDA","signature required","operate at <> 0 degree","Force to format value","No safety check","phys. min","phys. max","read/write","Format"
"Section misfilled package reject 2","Rejection_2_CON_SEC_MisfilledPackageReject",13161,"Config",71,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,256,"rw","f"
"FILL CONTROL","Rejection_1_SET_H_FillControl",12260,"Notiz",407,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"w","f"
"Fill control carton height","Rejection_1_SET_FillControlHeight",12209,"Notiz",408,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Fill control carton length","Rejection_1_SET_FillControlLength",17907,"Notiz",409,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Fill control for carton-program","Rejection_1_SET_FillControlProg",13441,"Notiz",410,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"

Statistics
"Estadisticas","BasicMachine_SWI_Del_Statistic",8441,"Schalter",424,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",22,"false","true","true","false","true","false","false",-99999,999999,"rw",
"Good packages","Statistic_CON_CNT_Good",10687,"Config",6,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",16,"false","false","false","false","true","false","false",0,99,"r",
"Misfilled packages","Statistic_CON_CNT_Bad",10688,"Config",7,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",16,"false","false","false","false","true","false","false",0,99,"r",
"Counting magazine 1","BlisterCounting_1_CON_CNT_Statistic",10689,"Config",15,-1,"true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",16,"false","false","false","false","true","false","false",0,99,"r",
"Counting redundant magazine","RedundantMagazine_CON_CNT_Statistic",10691,"Config",17,-1,"true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",16,"false","false","false","false","true","false","false",0,99,"r",
"Product control / Overcount","ProductMonitoring_Blister_CON_CNT_Statistic",10991,"Config",20,-1,"true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",16,"false","false","false","false","true","false","false",0,99,"r",
"Detection slidefeeder","SlideFeeder_1_CON_CNT_Statistic",10695,"Config",24,-1,"true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",16,"false","false","false","false","true","false","false",0,99,"r",
"Leaflet length measuring","LFR_RS_21_850_Length_CON_CNT_Statistic",15494,"Config",31,-1,"true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",16,"false","false","false","false","true","false","false",0,99,"r",
"Leaflet code 1","CodeLeafUnderside_CON_CNT_Statistic",10698,"Config",37,-1,"true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",16,"false","false","false","false","true","false","false",0,99,"r",
"Splice detection","SpliceDetectionLeafletReel_CON_CNT_Statistic",10697,"Config",34,-1,"true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",16,"false","false","false","false","true","false","false",0,99,"r",
"Leaflet detection","LFR_RS_21_850_CON_CNT_Statistic",10693,"Config",30,-1,"true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",16,"false","false","false","false","true","false","false",0,99,"r",
